1, 325.919478027
2, 478.386995834
3, 630.85451364
4, 225.03675632444708
5, 418.462009968
6, 709.375557726
7, 549.606393238
8, 1869.73153045
9, 1128.82901741
10, 1279.75461537
11, 776.557664227
12, 0
13, 770.566265236
14, 776.557664227
15, 776.075707236
16, 973.836401994
17, 770.566265236
18, 776.557664227
19, 776.075707236
20, 973.836401994
21, 904.883184007
22, 904.883184007
23, 1337.68229102
24, 1337.68229102 
25, 825.43590164
26, 825.43590164
27, 1240.82234387
28, 1240.82234387
